Day_of_Week,Age_of_Driver,Sex,Educational_Level,Vehicle_Driver,Driving_Experience,Speed_Limit,Weather,Road_Light_Conditions,Road_Surface_Conditions,Cause_of_Accident,Accident_Severity
Friday,43,Male,Secondary,Bus,15,40,Cloudy,Twilight,Ice,Weather,Slight Injury
Friday,22,Male,Primary,Automobile,8,80,Fog,Night,Dry,Weather,Serious Injury
Tuesday,52,Female,Tertiary,Automobile,1,30,Fog,Night,Wet,Fatigue,Serious Injury
Sunday,45,Male,Primary,Automobile,4,30,Fog,Night,Snow,Distracted,Slight Injury
Friday,46,Male,Primary,Lorry,0,30,Clear,Twilight,Dry,Distracted,Slight Injury
Wednesday,26,Female,Secondary,Automobile,3,30,Fog,Twilight,Ice,Distracted,Slight Injury
Saturday,69,Male,Primary,Taxi,3,30,Rain,Twilight,Snow,Weather,Slight Injury
Tuesday,55,Male,Illiterate,Bus,21,60,Clear,Daylight,Snow,Weather,Slight Injury
Friday,67,Female,Secondary,Taxi,25,70,Clear,Daylight,Dry,Overspeed,Serious Injury
Tuesday,23,Female,Illiterate,Automobile,24,80,Clear,Twilight,Snow,Fatigue,Serious Injury
Thursday,36,Female,Primary,Lorry,2,60,Clear,Daylight,Dry,Drunk Driving,Serious Injury
Monday,61,Male,Illiterate,Lorry,8,80,Clear,Daylight,Ice,Overspeed,Serious Injury
Saturday,28,Female,Tertiary,Bus,21,40,Clear,Daylight,Wet,Mechanical Failure,Slight Injury
Tuesday,19,Female,Primary,Taxi,22,100,Clear,Twilight,Dry,Weather,Serious Injury
Monday,64,Male,Tertiary,Motorcycle,11,50,Fog,Night,Wet,Overspeed,Serious Injury
Friday,61,Male,Illiterate,Taxi,9,70,Cloudy,Twilight,Snow,Fatigue,Serious Injury
Monday,61,Male,Tertiary,Automobile,1,40,Rain,Twilight,Dry,Mechanical Failure,Serious Injury
Saturday,26,Male,Primary,Motorcycle,10,60,Rain,Daylight,Ice,Overspeed,Serious Injury
Tuesday,38,Male,Tertiary,Lorry,9,50,Fog,Daylight,Dry,Fatigue,Slight Injury
Thursday,41,Female,Illiterate,Bus,29,100,Fog,Night,Dry,Fatigue,Serious Injury
Sunday,51,Female,Illiterate,Bus,21,40,Clear,Night,Dry,Weather,Slight Injury
Friday,39,Female,Illiterate,Lorry,5,100,Cloudy,Night,Wet,Drunk Driving,Serious Injury
Tuesday,20,Male,Primary,Automobile,17,100,Clear,Night,Wet,Overspeed,Fatal Injury
Saturday,29,Male,Illiterate,Lorry,1,80,Fog,Twilight,Snow,Fatigue,Fatal Injury
Friday,45,Male,Primary,Automobile,29,50,Clear,Night,Snow,Distracted,Slight Injury
Wednesday,47,Female,Tertiary,Motorcycle,1,80,Rain,Twilight,Snow,Fatigue,Fatal Injury
Monday,43,Female,Illiterate,Lorry,9,100,Rain,Daylight,Snow,Drunk Driving,Fatal Injury
Sunday,65,Male,Tertiary,Automobile,15,40,Clear,Night,Dry,Fatigue,Slight Injury
Saturday,38,Female,Secondary,Motorcycle,11,100,Cloudy,Daylight,Wet,Weather,Serious Injury
Wednesday,45,Male,Tertiary,Lorry,0,60,Clear,Daylight,Wet,Overspeed,Serious Injury
Tuesday,43,Female,Secondary,Bus,20,100,Clear,Twilight,Wet,Weather,Serious Injury
Thursday,50,Female,Tertiary,Lorry,7,80,Cloudy,Night,Wet,Overspeed,Serious Injury
Friday,38,Female,Primary,Taxi,15,50,Cloudy,Twilight,Snow,Mechanical Failure,Slight Injury
Monday,52,Male,Tertiary,Lorry,17,40,Cloudy,Daylight,Dry,Overspeed,Slight Injury
Friday,69,Female,Primary,Taxi,12,80,Rain,Night,Wet,Mechanical Failure,Serious Injury
Sunday,51,Female,Primary,Motorcycle,14,100,Clear,Daylight,Ice,Weather,Serious Injury
Tuesday,58,Male,Illiterate,Lorry,20,60,Fog,Daylight,Dry,Distracted,Slight Injury
Friday,68,Female,Primary,Motorcycle,11,70,Cloudy,Night,Ice,Drunk Driving,Serious Injury
Monday,64,Male,Secondary,Motorcycle,7,60,Cloudy,Night,Dry,Distracted,Slight Injury
Tuesday,35,Male,Illiterate,Automobile,9,100,Clear,Night,Dry,Mechanical Failure,Slight Injury
Friday,28,Male,Illiterate,Motorcycle,13,60,Fog,Twilight,Dry,Fatigue,Slight Injury
Thursday,40,Male,Tertiary,Motorcycle,4,70,Clear,Twilight,Ice,Fatigue,Serious Injury
Saturday,65,Male,Primary,Lorry,17,60,Clear,Daylight,Wet,Distracted,Slight Injury
Tuesday,39,Female,Primary,Lorry,18,70,Cloudy,Night,Wet,Fatigue,Serious Injury
Saturday,34,Male,Secondary,Bus,14,100,Cloudy,Daylight,Ice,Mechanical Failure,Serious Injury
Tuesday,22,Male,Tertiary,Automobile,5,70,Rain,Daylight,Wet,Weather,Serious Injury
Thursday,61,Male,Tertiary,Motorcycle,26,80,Fog,Daylight,Snow,Drunk Driving,Fatal Injury
Saturday,28,Male,Illiterate,Automobile,10,80,Fog,Daylight,Wet,Overspeed,Fatal Injury
Wednesday,47,Female,Illiterate,Taxi,20,70,Cloudy,Daylight,Snow,Mechanical Failure,Serious Injury
Monday,32,Male,Illiterate,Motorcycle,10,40,Cloudy,Night,Snow,Mechanical Failure,Slight Injury
Wednesday,44,Female,Secondary,Automobile,19,50,Cloudy,Twilight,Snow,Overspeed,Serious Injury
Friday,52,Male,Secondary,Bus,19,40,Fog,Night,Ice,Overspeed,Serious Injury
Thursday,50,Female,Illiterate,Bus,20,70,Rain,Night,Wet,Drunk Driving,Fatal Injury
Wednesday,37,Male,Tertiary,Motorcycle,17,50,Fog,Night,Wet,Drunk Driving,Serious Injury
Tuesday,33,Male,Secondary,Taxi,24,80,Cloudy,Twilight,Ice,Drunk Driving,Serious Injury
Friday,51,Female,Tertiary,Bus,17,50,Cloudy,Twilight,Ice,Fatigue,Slight Injury
Friday,19,Male,Tertiary,Bus,9,70,Rain,Twilight,Wet,Mechanical Failure,Serious Injury
Wednesday,52,Female,Primary,Taxi,1,80,Clear,Night,Ice,Weather,Serious Injury
Wednesday,57,Male,Illiterate,Automobile,25,50,Clear,Twilight,Ice,Overspeed,Serious Injury
Thursday,45,Female,Primary,Bus,29,50,Fog,Daylight,Snow,Mechanical Failure,Slight Injury
Monday,64,Male,Illiterate,Lorry,8,40,Clear,Twilight,Ice,Mechanical Failure,Slight Injury
Wednesday,56,Male,Illiterate,Bus,13,50,Clear,Night,Snow,Drunk Driving,Serious Injury
Sunday,23,Female,Tertiary,Automobile,18,100,Fog,Night,Dry,Drunk Driving,Fatal Injury
Wednesday,26,Male,Illiterate,Automobile,9,70,Cloudy,Daylight,Snow,Mechanical Failure,Serious Injury
Saturday,37,Male,Tertiary,Motorcycle,22,30,Clear,Twilight,Snow,Drunk Driving,Serious Injury
Tuesday,18,Male,Tertiary,Lorry,3,30,Cloudy,Twilight,Ice,Fatigue,Slight Injury
Sunday,25,Male,Illiterate,Automobile,28,30,Fog,Daylight,Wet,Overspeed,Serious Injury
Sunday,40,Male,Tertiary,Taxi,28,70,Cloudy,Night,Dry,Mechanical Failure,Slight Injury
Saturday,20,Male,Tertiary,Lorry,5,30,Cloudy,Night,Dry,Overspeed,Serious Injury
Saturday,21,Female,Tertiary,Lorry,13,40,Fog,Twilight,Dry,Fatigue,Slight Injury
Friday,42,Female,Secondary,Taxi,3,70,Cloudy,Twilight,Wet,Drunk Driving,Serious Injury
Monday,64,Female,Tertiary,Bus,25,100,Clear,Twilight,Dry,Distracted,Slight Injury
Tuesday,55,Male,Secondary,Taxi,14,80,Clear,Twilight,Dry,Fatigue,Slight Injury
Thursday,32,Female,Secondary,Taxi,15,100,Clear,Twilight,Wet,Distracted,Serious Injury
Sunday,38,Male,Tertiary,Bus,6,70,Clear,Night,Dry,Overspeed,Serious Injury
Thursday,52,Male,Tertiary,Bus,16,70,Cloudy,Night,Ice,Mechanical Failure,Serious Injury
Wednesday,63,Male,Secondary,Bus,18,50,Clear,Night,Ice,Drunk Driving,Serious Injury
Wednesday,69,Male,Secondary,Bus,28,50,Cloudy,Night,Snow,Fatigue,Slight Injury
Thursday,31,Female,Tertiary,Bus,18,50,Rain,Daylight,Snow,Drunk Driving,Serious Injury
Wednesday,53,Male,Tertiary,Taxi,16,60,Cloudy,Night,Snow,Distracted,Slight Injury
Monday,29,Female,Illiterate,Motorcycle,5,40,Clear,Daylight,Ice,Distracted,Slight Injury
Saturday,34,Male,Secondary,Motorcycle,28,70,Rain,Night,Ice,Weather,Serious Injury
Wednesday,56,Female,Secondary,Automobile,10,100,Fog,Twilight,Ice,Mechanical Failure,Serious Injury
Friday,26,Female,Illiterate,Motorcycle,15,70,Cloudy,Twilight,Snow,Distracted,Serious Injury
Wednesday,52,Female,Secondary,Motorcycle,29,50,Clear,Twilight,Snow,Mechanical Failure,Slight Injury
Tuesday,30,Female,Primary,Taxi,24,70,Clear,Daylight,Snow,Weather,Serious Injury
Monday,32,Female,Secondary,Bus,7,80,Clear,Night,Snow,Fatigue,Serious Injury
Tuesday,35,Female,Illiterate,Bus,10,70,Fog,Night,Snow,Weather,Serious Injury
Tuesday,68,Male,Primary,Taxi,6,100,Rain,Daylight,Snow,Mechanical Failure,Serious Injury
Friday,50,Female,Tertiary,Motorcycle,25,30,Rain,Daylight,Ice,Distracted,Slight Injury
Monday,23,Male,Illiterate,Taxi,23,80,Clear,Daylight,Wet,Overspeed,Fatal Injury
Monday,44,Female,Illiterate,Automobile,21,80,Cloudy,Daylight,Wet,Mechanical Failure,Serious Injury
Monday,40,Male,Tertiary,Bus,24,70,Clear,Daylight,Snow,Drunk Driving,Serious Injury
Monday,44,Female,Illiterate,Lorry,18,60,Clear,Twilight,Wet,Overspeed,Serious Injury
Monday,51,Female,Secondary,Automobile,25,50,Cloudy,Night,Wet,Mechanical Failure,Slight Injury
Friday,63,Male,Tertiary,Automobile,9,40,Clear,Daylight,Ice,Drunk Driving,Serious Injury
Wednesday,55,Female,Illiterate,Taxi,8,40,Fog,Twilight,Snow,Weather,Slight Injury
Tuesday,31,Female,Tertiary,Motorcycle,3,30,Clear,Daylight,Snow,Overspeed,Serious Injury
Monday,53,Female,Tertiary,Bus,22,40,Fog,Twilight,Wet,Mechanical Failure,Slight Injury
Sunday,25,Male,Tertiary,Lorry,14,40,Clear,Daylight,Snow,Fatigue,Slight Injury
Wednesday,52,Female,Primary,Automobile,12,50,Rain,Night,Snow,Weather,Slight Injury
Wednesday,36,Male,Illiterate,Lorry,24,50,Cloudy,Daylight,Snow,Drunk Driving,Serious Injury
Tuesday,47,Female,Primary,Motorcycle,1,60,Rain,Daylight,Snow,Fatigue,Serious Injury
Friday,31,Female,Illiterate,Motorcycle,1,100,Clear,Night,Wet,Distracted,Serious Injury
Thursday,37,Male,Secondary,Lorry,15,30,Clear,Night,Dry,Weather,Slight Injury
Thursday,66,Female,Secondary,Bus,8,40,Fog,Daylight,Wet,Weather,Slight Injury
Wednesday,42,Female,Secondary,Motorcycle,27,60,Clear,Night,Ice,Mechanical Failure,Slight Injury
Saturday,57,Male,Illiterate,Lorry,12,30,Clear,Night,Dry,Mechanical Failure,Slight Injury
Saturday,41,Female,Tertiary,Automobile,2,80,Clear,Twilight,Dry,Drunk Driving,Fatal Injury
Tuesday,31,Male,Tertiary,Lorry,8,40,Rain,Night,Dry,Weather,Slight Injury
Thursday,43,Male,Primary,Lorry,12,40,Fog,Night,Wet,Mechanical Failure,Slight Injury
Wednesday,55,Male,Primary,Taxi,20,50,Rain,Daylight,Ice,Distracted,Slight Injury
Friday,40,Female,Secondary,Motorcycle,21,70,Fog,Daylight,Wet,Mechanical Failure,Serious Injury
Thursday,39,Male,Primary,Bus,1,30,Rain,Twilight,Ice,Weather,Serious Injury
Wednesday,65,Male,Illiterate,Bus,7,40,Clear,Daylight,Wet,Overspeed,Serious Injury
Wednesday,36,Female,Illiterate,Taxi,26,30,Rain,Night,Wet,Fatigue,Slight Injury
Monday,63,Male,Primary,Bus,8,100,Rain,Night,Wet,Weather,Serious Injury
Friday,68,Female,Primary,Lorry,15,60,Fog,Night,Dry,Distracted,Slight Injury
Monday,20,Female,Primary,Taxi,1,60,Fog,Daylight,Wet,Weather,Serious Injury
Tuesday,59,Female,Primary,Automobile,5,70,Rain,Night,Ice,Distracted,Serious Injury
Monday,36,Female,Secondary,Motorcycle,21,40,Fog,Night,Ice,Weather,Slight Injury
Sunday,26,Male,Secondary,Motorcycle,7,100,Fog,Twilight,Ice,Fatigue,Serious Injury
Monday,45,Male,Primary,Motorcycle,25,50,Fog,Twilight,Dry,Fatigue,Slight Injury
Sunday,37,Male,Illiterate,Lorry,27,40,Cloudy,Twilight,Wet,Distracted,Slight Injury
Thursday,62,Male,Secondary,Automobile,4,30,Fog,Daylight,Wet,Weather,Slight Injury
Saturday,24,Male,Illiterate,Taxi,8,80,Cloudy,Night,Snow,Fatigue,Serious Injury
Wednesday,31,Female,Tertiary,Taxi,0,60,Cloudy,Night,Dry,Drunk Driving,Serious Injury
Sunday,26,Male,Illiterate,Motorcycle,8,30,Fog,Night,Ice,Weather,Slight Injury
Friday,36,Male,Primary,Automobile,9,70,Rain,Twilight,Ice,Fatigue,Serious Injury
Monday,64,Male,Tertiary,Automobile,22,60,Fog,Night,Wet,Overspeed,Serious Injury
Sunday,69,Female,Secondary,Automobile,3,50,Clear,Night,Ice,Overspeed,Serious Injury
Friday,31,Female,Secondary,Bus,2,60,Rain,Night,Wet,Drunk Driving,Fatal Injury
Saturday,55,Male,Tertiary,Bus,29,80,Cloudy,Night,Wet,Fatigue,Serious Injury
Saturday,53,Female,Illiterate,Motorcycle,9,100,Cloudy,Night,Snow,Overspeed,Serious Injury
Monday,57,Male,Secondary,Automobile,14,40,Rain,Daylight,Dry,Weather,Slight Injury
Tuesday,34,Male,Primary,Automobile,10,80,Rain,Night,Wet,Mechanical Failure,Serious Injury
Monday,47,Female,Tertiary,Taxi,13,100,Fog,Daylight,Wet,Fatigue,Serious Injury
Thursday,26,Female,Primary,Taxi,5,80,Cloudy,Night,Wet,Drunk Driving,Serious Injury
Sunday,50,Male,Tertiary,Motorcycle,11,40,Clear,Daylight,Snow,Fatigue,Slight Injury
Wednesday,69,Male,Secondary,Automobile,12,60,Fog,Night,Wet,Distracted,Slight Injury
Tuesday,42,Female,Illiterate,Motorcycle,16,70,Rain,Night,Dry,Distracted,Serious Injury
Monday,31,Male,Tertiary,Taxi,15,40,Cloudy,Night,Dry,Overspeed,Slight Injury
Friday,28,Female,Tertiary,Taxi,2,40,Rain,Night,Ice,Distracted,Serious Injury
Tuesday,52,Male,Primary,Bus,1,100,Rain,Twilight,Dry,Drunk Driving,Fatal Injury
Sunday,58,Female,Secondary,Motorcycle,10,50,Rain,Night,Ice,Overspeed,Serious Injury
Tuesday,31,Male,Primary,Motorcycle,28,60,Fog,Daylight,Dry,Drunk Driving,Serious Injury
Sunday,47,Male,Secondary,Automobile,8,40,Clear,Twilight,Ice,Weather,Slight Injury
Monday,58,Female,Primary,Automobile,2,70,Clear,Twilight,Wet,Drunk Driving,Fatal Injury
Sunday,21,Male,Tertiary,Bus,28,30,Cloudy,Night,Snow,Distracted,Slight Injury
Tuesday,21,Male,Primary,Lorry,17,60,Rain,Daylight,Snow,Weather,Serious Injury
Friday,45,Female,Illiterate,Lorry,19,50,Clear,Daylight,Snow,Distracted,Slight Injury
Saturday,25,Male,Secondary,Lorry,14,80,Rain,Twilight,Wet,Drunk Driving,Fatal Injury
Tuesday,19,Male,Secondary,Motorcycle,13,40,Cloudy,Daylight,Snow,Distracted,Slight Injury
Sunday,58,Male,Tertiary,Motorcycle,1,70,Rain,Night,Dry,Distracted,Serious Injury
Saturday,63,Female,Secondary,Taxi,16,60,Clear,Night,Ice,Distracted,Slight Injury
Sunday,39,Female,Illiterate,Motorcycle,21,70,Rain,Night,Wet,Fatigue,Serious Injury
Friday,58,Female,Primary,Motorcycle,25,70,Clear,Night,Snow,Weather,Serious Injury
Sunday,33,Male,Tertiary,Motorcycle,7,100,Cloudy,Night,Dry,Weather,Slight Injury
Monday,46,Male,Illiterate,Bus,9,80,Rain,Twilight,Dry,Weather,Serious Injury
Wednesday,66,Male,Secondary,Motorcycle,25,50,Clear,Night,Wet,Drunk Driving,Serious Injury
Tuesday,65,Male,Secondary,Automobile,17,60,Cloudy,Night,Wet,Mechanical Failure,Slight Injury
Wednesday,47,Female,Illiterate,Automobile,29,40,Rain,Twilight,Snow,Drunk Driving,Serious Injury
Sunday,29,Male,Primary,Taxi,24,50,Cloudy,Twilight,Ice,Weather,Slight Injury
Friday,52,Male,Primary,Bus,28,40,Clear,Twilight,Snow,Overspeed,Serious Injury
Tuesday,28,Male,Tertiary,Automobile,18,30,Rain,Daylight,Snow,Distracted,Slight Injury
Sunday,63,Female,Secondary,Bus,7,70,Rain,Daylight,Wet,Distracted,Serious Injury
Saturday,67,Male,Illiterate,Bus,27,30,Rain,Night,Snow,Mechanical Failure,Slight Injury
Thursday,38,Male,Primary,Taxi,7,100,Cloudy,Night,Snow,Overspeed,Serious Injury
Sunday,38,Male,Tertiary,Bus,2,70,Cloudy,Night,Ice,Fatigue,Serious Injury
Wednesday,22,Male,Secondary,Motorcycle,2,80,Clear,Daylight,Dry,Drunk Driving,Fatal Injury
Tuesday,65,Male,Secondary,Bus,11,50,Fog,Night,Dry,Fatigue,Slight Injury
Wednesday,37,Female,Tertiary,Taxi,21,40,Rain,Night,Ice,Overspeed,Serious Injury
Tuesday,54,Male,Tertiary,Taxi,16,100,Rain,Daylight,Dry,Mechanical Failure,Serious Injury
Sunday,20,Male,Primary,Taxi,3,80,Clear,Twilight,Snow,Overspeed,Fatal Injury
Monday,61,Male,Illiterate,Automobile,16,40,Rain,Daylight,Ice,Mechanical Failure,Slight Injury
Saturday,50,Male,Secondary,Motorcycle,13,50,Cloudy,Night,Ice,Fatigue,Slight Injury
Sunday,26,Male,Illiterate,Automobile,18,60,Cloudy,Daylight,Wet,Fatigue,Slight Injury
Wednesday,26,Male,Secondary,Lorry,8,100,Rain,Twilight,Dry,Overspeed,Serious Injury
Thursday,21,Male,Secondary,Motorcycle,29,30,Rain,Twilight,Wet,Overspeed,Serious Injury
Thursday,52,Male,Illiterate,Bus,29,30,Cloudy,Twilight,Snow,Distracted,Slight Injury
Friday,34,Male,Tertiary,Taxi,20,40,Rain,Twilight,Ice,Mechanical Failure,Slight Injury
Tuesday,51,Male,Primary,Lorry,11,40,Cloudy,Twilight,Snow,Distracted,Slight Injury
Wednesday,41,Female,Secondary,Motorcycle,4,40,Fog,Twilight,Dry,Drunk Driving,Serious Injury
Friday,49,Female,Tertiary,Automobile,10,100,Fog,Night,Wet,Drunk Driving,Fatal Injury
Wednesday,18,Female,Secondary,Taxi,19,50,Rain,Night,Dry,Overspeed,Serious Injury
Tuesday,25,Female,Primary,Automobile,2,60,Rain,Daylight,Snow,Fatigue,Serious Injury
Sunday,62,Male,Secondary,Motorcycle,20,30,Rain,Night,Wet,Drunk Driving,Serious Injury
Sunday,40,Female,Primary,Motorcycle,14,80,Cloudy,Twilight,Dry,Drunk Driving,Serious Injury
Thursday,64,Female,Primary,Lorry,13,70,Fog,Night,Snow,Distracted,Serious Injury
Sunday,57,Male,Secondary,Bus,10,100,Fog,Daylight,Dry,Distracted,Serious Injury
Sunday,29,Female,Secondary,Automobile,19,100,Clear,Twilight,Ice,Drunk Driving,Serious Injury
Monday,29,Female,Primary,Lorry,7,50,Clear,Night,Wet,Overspeed,Serious Injury
Thursday,63,Male,Tertiary,Taxi,3,30,Rain,Night,Wet,Distracted,Slight Injury
Friday,64,Male,Illiterate,Bus,26,60,Cloudy,Daylight,Wet,Drunk Driving,Serious Injury
Saturday,32,Male,Primary,Lorry,11,50,Rain,Twilight,Ice,Fatigue,Slight Injury
Monday,58,Female,Secondary,Automobile,7,80,Fog,Daylight,Wet,Distracted,Serious Injury
Friday,36,Female,Secondary,Motorcycle,5,30,Rain,Twilight,Ice,Drunk Driving,Serious Injury
Tuesday,43,Male,Tertiary,Taxi,14,50,Rain,Twilight,Wet,Mechanical Failure,Slight Injury
Monday,69,Male,Illiterate,Automobile,29,30,Fog,Night,Dry,Distracted,Slight Injury
Friday,46,Female,Primary,Bus,11,30,Fog,Daylight,Dry,Mechanical Failure,Slight Injury
Tuesday,39,Male,Primary,Bus,15,100,Fog,Daylight,Dry,Distracted,Serious Injury
Thursday,57,Female,Illiterate,Motorcycle,15,60,Fog,Daylight,Dry,Distracted,Slight Injury
Saturday,38,Male,Primary,Motorcycle,26,100,Clear,Twilight,Ice,Weather,Serious Injury
Tuesday,68,Male,Illiterate,Taxi,20,70,Cloudy,Daylight,Snow,Weather,Serious Injury
Sunday,55,Female,Secondary,Taxi,19,60,Cloudy,Twilight,Snow,Mechanical Failure,Slight Injury
Wednesday,37,Male,Illiterate,Motorcycle,19,30,Fog,Daylight,Dry,Overspeed,Serious Injury
Tuesday,46,Male,Primary,Motorcycle,27,50,Cloudy,Daylight,Snow,Drunk Driving,Serious Injury
Tuesday,68,Male,Illiterate,Bus,3,80,Cloudy,Night,Snow,Overspeed,Serious Injury
Saturday,21,Female,Tertiary,Motorcycle,10,60,Cloudy,Daylight,Wet,Overspeed,Serious Injury
Wednesday,24,Male,Secondary,Lorry,12,70,Cloudy,Night,Ice,Weather,Serious Injury
Sunday,45,Male,Secondary,Automobile,28,30,Fog,Night,Dry,Drunk Driving,Serious Injury
Friday,45,Male,Illiterate,Motorcycle,8,80,Rain,Twilight,Snow,Weather,Serious Injury
Friday,21,Male,Primary,Taxi,3,60,Rain,Daylight,Snow,Weather,Serious Injury
Tuesday,39,Male,Tertiary,Lorry,11,100,Rain,Daylight,Dry,Weather,Serious Injury
Wednesday,29,Male,Secondary,Taxi,8,100,Clear,Daylight,Wet,Fatigue,Serious Injury
Wednesday,62,Female,Secondary,Lorry,12,60,Cloudy,Night,Dry,Overspeed,Slight Injury
Sunday,20,Female,Primary,Motorcycle,15,60,Fog,Daylight,Wet,Overspeed,Serious Injury
Saturday,39,Male,Primary,Automobile,25,60,Fog,Twilight,Snow,Overspeed,Serious Injury
Thursday,61,Female,Tertiary,Taxi,5,80,Clear,Twilight,Ice,Fatigue,Serious Injury
Friday,19,Female,Illiterate,Lorry,9,100,Fog,Daylight,Wet,Distracted,Serious Injury
Saturday,41,Male,Primary,Bus,12,50,Rain,Night,Wet,Mechanical Failure,Slight Injury
Monday,51,Female,Illiterate,Motorcycle,6,70,Clear,Twilight,Dry,Mechanical Failure,Slight Injury
Friday,44,Female,Tertiary,Automobile,27,70,Fog,Twilight,Snow,Fatigue,Serious Injury
Saturday,58,Female,Illiterate,Motorcycle,25,30,Clear,Night,Ice,Overspeed,Serious Injury
Friday,18,Female,Secondary,Bus,18,40,Clear,Twilight,Dry,Mechanical Failure,Slight Injury
Thursday,25,Female,Illiterate,Automobile,23,50,Fog,Night,Dry,Fatigue,Slight Injury
Monday,40,Female,Tertiary,Bus,18,100,Rain,Twilight,Ice,Weather,Serious Injury
Thursday,55,Female,Tertiary,Motorcycle,16,30,Fog,Night,Snow,Drunk Driving,Serious Injury
Sunday,23,Female,Tertiary,Lorry,12,30,Cloudy,Twilight,Ice,Mechanical Failure,Slight Injury
Monday,39,Male,Illiterate,Motorcycle,12,60,Cloudy,Daylight,Dry,Drunk Driving,Slight Injury
Tuesday,42,Male,Secondary,Motorcycle,25,40,Fog,Twilight,Dry,Overspeed,Serious Injury
Saturday,35,Female,Primary,Motorcycle,27,100,Rain,Twilight,Wet,Mechanical Failure,Serious Injury
Monday,34,Female,Secondary,Taxi,20,40,Cloudy,Daylight,Ice,Fatigue,Slight Injury
Sunday,29,Male,Illiterate,Bus,1,50,Cloudy,Daylight,Ice,Distracted,Serious Injury
Sunday,23,Female,Illiterate,Bus,9,40,Fog,Daylight,Ice,Mechanical Failure,Serious Injury
Thursday,43,Female,Primary,Bus,29,30,Fog,Daylight,Dry,Mechanical Failure,Slight Injury
Friday,44,Male,Illiterate,Taxi,21,40,Fog,Night,Snow,Mechanical Failure,Slight Injury
Monday,25,Male,Tertiary,Lorry,12,40,Clear,Night,Dry,Mechanical Failure,Slight Injury
Saturday,36,Male,Tertiary,Motorcycle,25,70,Clear,Twilight,Wet,Fatigue,Serious Injury
Monday,59,Female,Tertiary,Lorry,8,100,Clear,Twilight,Dry,Fatigue,Slight Injury
Wednesday,18,Female,Tertiary,Taxi,0,100,Fog,Twilight,Dry,Distracted,Fatal Injury
Friday,46,Male,Tertiary,Bus,13,30,Rain,Night,Dry,Fatigue,Slight Injury
Saturday,62,Male,Illiterate,Motorcycle,28,80,Cloudy,Twilight,Wet,Fatigue,Serious Injury
Saturday,66,Female,Primary,Automobile,15,40,Clear,Twilight,Ice,Overspeed,Serious Injury
Tuesday,52,Male,Primary,Automobile,19,40,Rain,Night,Snow,Overspeed,Serious Injury
Thursday,57,Female,Tertiary,Lorry,14,60,Fog,Twilight,Snow,Drunk Driving,Serious Injury
Tuesday,31,Female,Illiterate,Bus,0,100,Clear,Night,Wet,Distracted,Serious Injury
Saturday,52,Male,Secondary,Automobile,16,40,Fog,Night,Ice,Overspeed,Serious Injury
Friday,65,Male,Secondary,Lorry,23,100,Rain,Daylight,Ice,Distracted,Serious Injury
Monday,62,Female,Illiterate,Taxi,29,40,Clear,Daylight,Wet,Distracted,Slight Injury
Monday,37,Male,Tertiary,Lorry,29,70,Clear,Night,Dry,Mechanical Failure,Slight Injury
Friday,66,Male,Primary,Lorry,12,30,Clear,Night,Ice,Weather,Slight Injury
Saturday,30,Male,Illiterate,Lorry,29,100,Clear,Daylight,Snow,Weather,Serious Injury
Sunday,55,Male,Secondary,Motorcycle,26,50,Rain,Twilight,Wet,Weather,Slight Injury
Monday,66,Female,Secondary,Lorry,14,30,Clear,Twilight,Snow,Distracted,Slight Injury
Sunday,63,Female,Secondary,Lorry,15,60,Cloudy,Twilight,Dry,Mechanical Failure,Slight Injury
Monday,66,Female,Tertiary,Motorcycle,15,30,Cloudy,Night,Wet,Drunk Driving,Serious Injury
Monday,25,Female,Secondary,Motorcycle,1,40,Fog,Daylight,Snow,Drunk Driving,Fatal Injury
Thursday,60,Male,Illiterate,Taxi,16,60,Clear,Twilight,Snow,Weather,Slight Injury
Thursday,37,Male,Illiterate,Bus,10,30,Cloudy,Daylight,Dry,Drunk Driving,Slight Injury
Wednesday,50,Female,Secondary,Automobile,7,60,Cloudy,Daylight,Wet,Mechanical Failure,Slight Injury
Tuesday,43,Female,Illiterate,Automobile,19,50,Cloudy,Night,Ice,Weather,Slight Injury
Friday,56,Male,Secondary,Lorry,2,30,Rain,Twilight,Ice,Mechanical Failure,Serious Injury
Friday,38,Female,Secondary,Taxi,28,100,Clear,Daylight,Snow,Drunk Driving,Serious Injury
Friday,66,Female,Primary,Lorry,11,100,Rain,Night,Dry,Weather,Serious Injury
Wednesday,59,Male,Tertiary,Automobile,19,80,Rain,Night,Snow,Mechanical Failure,Serious Injury
Thursday,60,Female,Tertiary,Motorcycle,15,40,Cloudy,Night,Dry,Fatigue,Slight Injury
Saturday,58,Male,Primary,Bus,13,60,Cloudy,Twilight,Ice,Fatigue,Slight Injury
Sunday,26,Male,Primary,Taxi,15,80,Fog,Twilight,Snow,Mechanical Failure,Serious Injury
Sunday,41,Female,Tertiary,Motorcycle,26,80,Clear,Night,Snow,Mechanical Failure,Serious Injury
Saturday,54,Male,Secondary,Bus,20,70,Clear,Twilight,Dry,Overspeed,Serious Injury
Wednesday,66,Female,Secondary,Taxi,16,60,Cloudy,Twilight,Wet,Overspeed,Serious Injury
Saturday,58,Male,Tertiary,Taxi,29,80,Cloudy,Daylight,Dry,Distracted,Slight Injury
Friday,34,Female,Secondary,Automobile,10,70,Clear,Night,Wet,Weather,Serious Injury
